00:00:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:00:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:04:38 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:04:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:04:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:08 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:10 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:05:10 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:05:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:18 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:05:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:05:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:05:58 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:05:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:06:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:06:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:28 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:06:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:06:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:06:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:06:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:00 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:07:00 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:07:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:28 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:28 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:07:55 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:07:55 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:07:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:07:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:07:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:07:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:08 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:18 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:38 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:48 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:48 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:08:50 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:08:50 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:08:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:08:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:08:58 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:08:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:28 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:38 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:45 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:09:45 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:09:48 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:48 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:09:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:09:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:09:58 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:09:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:08 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:18 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:38 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:38 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:40 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:10:40 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:10:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:10:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:10:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:10:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:10:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:11:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:11:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:11:08 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:11:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:11:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:11:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:11:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:11:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
